"id","product","review","category"
"1479","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1480","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1481","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1482","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1483","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1484","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"1485","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1486","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1487","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1488","Sprinkler System","Average system","water pressure could be better."""""
"1489","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1490","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1491","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"1492","Sprinkler System","Average system","water pressure could be better."""""
"1493","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1494","Sprinkler System","Average system","water pressure could be better."""""
"1495","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"1496","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1497","Sprinkler System","Average system","water pressure could be better."""""
"1498","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1499","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"1500","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1501","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"1502","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1503","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"1504","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"1505","Sprinkler System","Average system","water pressure could be better."""""
"1506","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1507","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1508","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1509","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"1510","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"1511","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1512","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"1513","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"1514","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1515","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1516","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1517","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1518","Sprinkler System","Average system","water pressure could be better."""""
"1519","Sprinkler System","Average system","water pressure could be better."""""
"1520","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"1521","Sprinkler System","Average system","water pressure could be better."""""
"1522","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1523","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1524","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1525","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1526","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1527","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1528","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1529","Sprinkler System","Average system","water pressure could be better."""""
"1530","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"1531","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"1532","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1533","Sprinkler System","Average system","water pressure could be better."""""
"1534","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1535","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"1536","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1537","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1538","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"1539","Sprinkler System","Average system","water pressure could be better."""""
"1540","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1541","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1542","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"1543","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"1544","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"1545","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"1546","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1547","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"1548","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"1549","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1550","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1551","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1552","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1553","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"1554","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1555","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1556","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"1557","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1558","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"1559","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1560","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1561","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"1562","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1563","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1564","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1565","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"1566","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"1567","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"1568","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1569","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"1570","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1571","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"1572","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"1573","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"1574","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1575","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1576","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"1577","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1578","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1579","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1580","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"1581","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1582","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1583","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1584","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1585","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1586","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1587","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
