"id","product","review","category"
"1699","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1700","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"1701","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"1702","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1703","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1704","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"1705","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1706","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"1707","Compost Manure","Terrible quality manure","waste of money."""""
"1708","Sprinkler System","Average system","water pressure could be better."""""
"1709","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1710","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1711","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"1712","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1713","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1714","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1715","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1716","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1717","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1718","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"1719","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1720","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"1721","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"1722","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1723","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1724","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"1725","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1726","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"1727","Compost Manure","Terrible quality manure","waste of money."""""
"1728","Sprinkler System","Average system","water pressure could be better."""""
"1729","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1730","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1731","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"1732","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1733","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1734","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1735","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1736","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1737","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1738","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"1739","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1740","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"1741","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"1742","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1743","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1744","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"1745","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1746","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"1747","Compost Manure","Terrible quality manure","waste of money."""""
"1748","Sprinkler System","Average system","water pressure could be better."""""
"1749","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1750","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1751","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"1752","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1753","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1754","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1755","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1756","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1757","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1758","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"1759","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1760","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"1761","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"1762","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1763","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1764","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"1765","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1766","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"1767","Compost Manure","Terrible quality manure","waste of money."""""
"1768","Sprinkler System","Average system","water pressure could be better."""""
"1769","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1770","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1771","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"1772","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1773","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1774","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1775","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1776","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1777","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1778","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"1779","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1780","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"1781","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"1782","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1783","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1784","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"1785","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1786","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"1787","Compost Manure","Terrible quality manure","waste of money."""""
"1788","Sprinkler System","Average system","water pressure could be better."""""
"1789","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1790","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1791","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"1792","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1793","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1794","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1795","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1796","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1797","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1798","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"1799","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1800","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"1801","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"1802","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1803","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1804","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"1805","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1806","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"1807","Compost Manure","Terrible quality manure","waste of money."""""
"1808","Sprinkler System","Average system","water pressure could be better."""""
"1809","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1810","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
